rep_id,seed,wall_time_s,of_initial,of_best,best_iter,improvement_abs,improvement_rel,convergence_iter,convergence_ratio,auc_best_so_far,n_evals_total,n_unique_x,n_gen,t_total_s,mean_t_per_iter_s
0,42,19.562754582992056,8.705650939136152,4.699993542654852,2,4.0056573964813005,0.4601215261772,2,0.6666666666666666,0.06050035461514954,253,253,3,2.3136075462098233,0.009480347672554975
1,43,19.30652804201236,9.339102585667135,4.652314600485453,3,4.686787985181682,0.5018456476080012,3,1.0,0.12886913806152245,253,253,3,2.2204621277342085,0.009654986342259994
2,44,18.41679087499506,9.65552979101588,6.02538824281469,3,3.6301415482011903,0.3759650300679415,3,1.0,0.04010857313138829,253,253,3,2.2778686789097264,0.009414083334074045
3,45,18.27625458399416,10.239572748083068,5.0076396412251825,2,5.231933106857886,0.5109522863478212,2,0.6666666666666666,0.06754323446714249,253,253,3,2.3109032410138752,0.009577707998687401
4,46,18.526545125001576,10.663261085136138,5.175499789213745,2,5.487761295922393,0.5146419329047434,2,0.6666666666666666,0.01615139977230048,253,253,3,2.2450943330477457,0.008861027667686963
