case,case_label,element,seed,hx_m,hy_m,hz_m,theta,volume_m3,max_violation,feasible,nfev,nit,success,message
caso1_um,Caso 1,P08,2042,2.300000000136196,2.252771355799788,0.6000000000116155,3.1088244712479827,3.1088244712479827,0.0,True,11124,183,True,Optimization terminated successfully.
caso2_dois,Caso 2,P01,2142,2.307225246349942,1.400000000243376,0.6000000000280359,1.9380692073614243,1.9380692073614243,0.0,True,12144,200,True,Optimization terminated successfully.
caso2_dois,Caso 2,P02,2143,2.7575276459511917,1.7000000008349057,0.6000000000846815,2.8126782006485507,2.8126782006485507,0.0,True,12444,205,True,Optimization terminated successfully.
caso3_tres,Caso 3,P04,2242,1.059508627501668,1.7000000000453088,0.6000000000003081,1.0806988000810593,1.0806988000810593,0.0,True,13092,216,True,Optimization terminated successfully.
caso3_tres,Caso 3,P05,2243,0.6259535036922532,1.4000000003251205,0.6000000000068564,0.5258009432296074,0.5258009432296074,0.0,True,11104,183,True,Optimization terminated successfully.
caso3_tres,Caso 3,P16,2244,0.6139909574448834,1.4000000000111823,0.6000000000012482,0.5157524042588946,0.5157524042588946,0.0,True,11768,194,True,Optimization terminated successfully.
