algorithm,label,n_rep,best,mean,std,median,feasibility_rate,best_feasible_volume_m3,mean_max_violation,auc_mean,auc_std,conv_eval_mean,conv_eval_std,wall_time_mean_s,wall_time_std_s
cbo,CBO (ECI),30,4.959238629231921,5.35669694596219,0.1760363740844757,5.324210542162709,0.36666666666666664,5.1065453242996135,0.015033410388535525,9.193483307881484,0.9828575138216076,149.73333333333332,1.4605934866804426,89.40018535956624,2.7229158609630373
