algorithm,rep,seed,best,n_evals,wall_time_s,viol_sob,viol_pun,viol_ten,viol_geo,volume_m3,max_violation,feasible
ga,0,42,2.3369441544141836,3000,0.44589104197802953,0.0,-0.32517212240525795,0.0016966548285051175,-0.009117947625345124,2.3199776061291324,0.0016966548285051175,False
ga,1,43,2.463939248544709,3000,0.4413477499911096,0.0,-0.48838741037211364,-0.008330721308503986,-0.04890488561962569,2.463939248544709,0.0,True
ga,2,44,2.5644792500749807,3000,0.44480458402540535,0.0,-0.356299424452417,-0.11612309095325435,-0.006215317540458898,2.5644792500749807,0.0,True
ga,3,45,2.3437165481875155,3000,0.43996183297713287,0.0,-0.3359056269638967,-0.05237696082361265,-0.029058780964124953,2.3437165481875155,0.0,True
ga,4,46,2.421075889816375,3000,0.4405942089797463,0.0,-0.3292653189126322,-0.001857111303595338,-0.05180733024155271,2.421075889816375,0.0,True
ga,5,47,2.3008994332502635,3000,0.4416621669952292,0.0,-0.3823564147982673,0.002724373917952666,-0.008370968794445766,2.2736556940707366,0.002724373917952666,False
ga,6,48,2.421393335816272,3000,0.4421447920030914,0.0,-0.33009121099605254,-0.0011049967823620888,-0.007768238216085521,2.421393335816272,0.0,True
ga,7,49,2.5921397309165006,3000,0.4406109999981709,0.0,-0.40959774392743753,-0.017255013844209577,-0.029797356179901424,2.5921397309165006,0.0,True
ga,8,50,2.585365153359492,3000,0.43865633400855586,0.0,-0.37081771325000024,-0.023300307708340462,-0.00700834625028901,2.585365153359492,0.0,True
ga,9,51,2.453010128017357,3000,0.4378212080046069,0.0,-0.35677192488598775,-0.008694286535657736,-0.007375523846572474,2.453010128017357,0.0,True
ga,10,52,2.6597383616932686,3000,0.4351019160239957,0.0,-0.4278262687981834,-0.03537420367897004,-0.004825978547104981,2.6597383616932686,0.0,True
ga,11,53,2.407013446800976,3000,0.43706179098808207,0.0,-0.333076876042225,0.0013679527706258465,-0.009812378261046195,2.3933339190947174,0.0013679527706258465,False
ga,12,54,2.4635376285572788,3000,0.43620887500583194,0.0,-0.4812932638768328,0.00037559505004773006,-0.01960455949885409,2.4597816780568014,0.00037559505004773006,False
ga,13,55,2.288255235127021,3000,0.43783362497924827,0.0,-0.36577811969901886,0.0012008657271946504,-0.011346841117985784,2.2762465778550744,0.0012008657271946504,False
ga,14,56,2.3312441363759726,3000,0.4365481249988079,0.0,-0.3319635237938412,-0.0025129875122418266,-0.01436543626763287,2.3312441363759726,0.0,True
ga,15,57,2.327293007689251,3000,0.4366327080060728,0.0,-0.3568480280195959,0.004144161869605436,-0.0014878352033065312,2.2858513889931964,0.004144161869605436,False
ga,16,58,2.339024903583484,3000,0.4392527500167489,0.0,-0.37647667450389444,0.0026179538379542677,-0.003986566316331874,2.312845365203941,0.0026179538379542677,False
ga,17,59,2.3365303758765887,3000,0.43774650001432747,0.0,-0.37912443593862166,-0.04326819396302628,-0.00695440389365265,2.3365303758765887,0.0,True
ga,18,60,2.4784710206921052,3000,0.43833391601219773,0.0,-0.33799837425993895,-0.005814527535847103,-0.012646795262846844,2.4784710206921052,0.0,True
ga,19,61,2.3418717733591334,3000,0.43825195799581707,0.0,-0.38430608398504074,-0.0022800909395866986,-0.0020467847687570817,2.3418717733591334,0.0,True
