algorithm,label,n_rep,best,mean,std,median,feasibility_rate,best_feasible_volume_m3,mean_max_violation,auc_mean,auc_std,conv_eval_mean,conv_eval_std,wall_time_mean_s,wall_time_std_s
cbo,CBO (ECI),30,2.490355552708769,2.6121694193511273,0.08050063414626134,2.6069089319378773,0.8333333333333334,2.490355552708769,0.00038322165038791,7.790781034471044,0.8808224016844074,148.83333333333334,6.390096504226937,61.3009569416686,2.1782756839681197
