algorithm,rep,seed,best,n_evals,wall_time_s,viol_sob,viol_pun,viol_ten,viol_geo,volume_m3,max_violation,feasible
cbo,0,42,2.610795102419976,150,60.81397854100214,0.0,-0.3253561379224038,-0.0058906117225382415,-0.1110116058712407,2.610795102419976,0.0,True
cbo,1,43,2.493521654719917,150,60.60200212500058,0.0,-0.32857394800504913,-0.014731437915377676,-0.1380231545025581,2.493521654719917,0.0,True
cbo,2,44,2.6378453680174028,150,60.462992790999124,0.0,-0.36053421858227963,-0.055559257960216435,-0.10917541736722214,2.6378453680174028,0.0,True
cbo,3,45,2.6451970619771816,150,59.67753858398646,0.0,-0.35970606143895334,-0.09457465193149173,-0.09941312243906619,2.6451970619771816,0.0,True
cbo,4,46,2.7765439409185295,150,62.660186249995604,0.0,-0.4211087614579243,-0.15375934230670252,-0.0798269455827012,2.7765439409185295,0.0,True
cbo,5,47,2.694345527782377,150,68.465349666978,0.0,-0.32857394800504913,-0.06251660939273429,-0.12726380375977797,2.694345527782377,0.0,True
cbo,6,48,2.666976055332398,150,62.329000917001395,0.0,-0.36053421858227963,-0.0720320788193124,-0.029295671205519458,2.666976055332398,0.0,True
cbo,7,49,2.6006170190849573,150,62.072554957994726,0.0,-0.36053421858227963,-0.11901356481687819,-0.1271791763567598,2.6006170190849573,0.0,True
cbo,8,50,2.6030227614557786,150,61.14007429100457,0.0,-0.3348542694903397,-0.05199172197115187,-0.02985327328662679,2.6030227614557786,0.0,True
cbo,9,51,2.634308560505489,150,58.647622958000284,0.0,-0.3527256304166254,0.00396491994186839,-0.01589690313727865,2.594659361086805,0.00396491994186839,False
cbo,10,52,2.56516724378723,150,60.586849624989554,0.0,-0.33957538842272583,-0.04259129856458177,-0.09918934810195679,2.56516724378723,0.0,True
cbo,11,53,2.7335668254446226,150,60.15430850000121,0.0,-0.32857394800504913,-0.10179801165574387,-0.12726380375977797,2.7335668254446226,0.0,True
cbo,12,54,2.5927423822896967,150,60.144141458004015,0.0,-0.3334313450807932,-0.09645421135350618,-0.05268477831473595,2.5927423822896967,0.0,True
cbo,13,55,2.6220052091211787,150,61.19518554100068,0.0,-0.3581269533124285,0.0006096238858641634,-0.09947872872218322,2.615908970262537,0.0006096238858641634,False
cbo,14,56,2.5190606237588944,150,66.58319595898502,0.0,-0.3527256304166254,-0.025222686680781092,-0.01589690313727865,2.5190606237588944,0.0,True
cbo,15,57,2.558087370752263,150,59.16584312499617,0.0,-0.3962294393464776,-0.038608325623415096,-0.07245988219661825,2.558087370752263,0.0,True
cbo,16,58,2.490355552708769,150,59.8250843329879,0.0,-0.3836195674460733,-0.03318097034598344,-0.041729694475594714,2.490355552708769,0.0,True
cbo,17,59,2.6664418324131027,150,60.34322362500825,0.0,-0.3334313450807932,-0.036198800621445426,-0.10690626373912937,2.6664418324131027,0.0,True
cbo,18,60,2.5458080805288437,150,58.77086875002715,0.0,-0.3693252145479541,-0.09447091353400006,-0.10612570547819122,2.5458080805288437,0.0,True
cbo,19,61,2.5507802334008565,150,62.714425250014756,0.0,-0.3688732751502478,0.0010234714821524178,-0.19868645281950204,2.5405455185793326,0.0010234714821524178,False
cbo,20,62,2.7065353083883603,150,62.17818016701494,0.0,-0.46183221023219556,-0.10475086825224988,-0.03482644982763561,2.7065353083883603,0.0,True
cbo,21,63,2.5431072059715047,150,58.48947520900401,0.0,-0.3334313450807932,-0.10781832344046582,-0.12167103067694574,2.5431072059715047,0.0,True
cbo,22,64,2.6199299339624655,150,63.927375167026184,0.0,-0.3916692148018568,-0.06583228294962074,-0.12726380375977797,2.6199299339624655,0.0,True
cbo,23,65,2.8176034621157235,150,60.65286033297889,0.0,-0.34102162208559983,-0.021868084830990453,-0.0799507098376877,2.8176034621157235,0.0,True
cbo,24,66,2.573075099951663,150,61.111501291015884,0.0,-0.34499297167443066,0.0032268708335817164,-0.108094028733976,2.5408063916158463,0.0032268708335817164,False
cbo,25,67,2.6384802228441027,150,62.03893445900758,0.0,-0.3527256304166254,0.002671763368170613,-0.023857912221867394,2.611762589162397,0.002671763368170613,False
cbo,26,68,2.6586990637062122,150,61.441709625010844,0.0,-0.3340791848257252,-0.06390163180247588,-0.03782174931369009,2.6586990637062122,0.0,True
cbo,27,69,2.545072251812334,150,58.94940391700948,0.0,-0.34102162208559983,-0.03747406184440327,-0.07807770624945709,2.545072251812334,0.0,True
cbo,28,70,2.544271798017538,150,61.05663166701561,0.0,-0.32857394800504913,-0.0034187473998091855,-0.12726380375977797,2.544271798017538,0.0,True
cbo,29,71,2.5111198273444613,150,62.82820916699711,0.0,-0.36659433417726817,-0.036198800621445426,-0.10690626373912937,2.5111198273444613,0.0,True
