algorithm,rep,seed,best,n_evals,wall_time_s,viol_sob,viol_pun,viol_ten,viol_geo,volume_m3,max_violation,feasible
ego,0,42,3.0339052164571836,150,39.86253654200118,0.0,-0.4549903189575556,0.022565273512851647,-0.38844505840199783,2.808252481328667,0.022565273512851647,False
ego,1,43,3.241824005292494,150,39.424463167000795,0.0,-0.3538878901226432,-0.19032001551395528,-0.5922243026087166,3.241824005292494,0.0,True
ego,2,44,3.077570661416808,150,39.27626745798625,0.0,-0.3538878901226432,-0.09722106209828385,-0.13207073075435494,3.077570661416808,0.0,True
ego,3,45,3.164849935660164,150,39.03887545800535,0.0,-0.32857394800504913,-0.012509622374283103,-0.6132251450885509,3.164849935660164,0.0,True
ego,4,46,3.4702142031961367,150,39.58682154197595,0.0,-0.36399484689358885,-0.18788873947026707,-0.6582103162823485,3.4702142031961367,0.0,True
ego,5,47,3.489486601321903,150,40.65420266697765,0.0,-0.3294329820458718,-0.12243068487868514,-0.7208058467743175,3.489486601321903,0.0,True
ego,6,48,3.471170910118701,150,41.28457333298866,0.0,-0.33957538842272583,-0.22713301943759823,-0.7051681258060749,3.471170910118701,0.0,True
ego,7,49,3.2774180551704104,150,44.723827167006675,0.0,-0.4486734500019526,-0.1795328783249771,-0.2999822070307401,3.2774180551704104,0.0,True
ego,8,50,3.239380957980217,150,38.15307300002314,0.0,-0.3526036058452281,-0.1501715525421391,-0.1314535940874677,3.239380957980217,0.0,True
ego,9,51,3.1650874788406376,150,38.11351058399305,0.0,-0.3717442181530398,-0.03222609606975779,0.0030871416113102956,3.1342160627275346,0.0030871416113102956,False
ego,10,52,3.4997939173855817,150,38.77915329099051,0.0,-0.4079758984129426,-0.19967563435410185,-0.615626782647726,3.4997939173855817,0.0,True
ego,11,53,3.3639431560701407,150,39.20623266597977,0.0,-0.3527256304166254,-0.33394734633032064,-0.5223365980744878,3.3639431560701407,0.0,True
ego,12,54,3.239856961026564,150,39.00142570800381,0.0,-0.34499297167443066,-0.17305619597752764,-0.43843981609363647,3.239856961026564,0.0,True
