algorithm,label,n_rep,best,mean,std,median,feasibility_rate,best_feasible_volume_m3,mean_max_violation,auc_mean,auc_std,conv_eval_mean,conv_eval_std,wall_time_mean_s,wall_time_std_s
cbo,CBO (ECI),30,3.158876701497041,3.233159809378634,0.04694459178303198,3.228251571719597,0.6333333333333333,3.158876701497041,0.004169285592872433,4.180751856777108,0.3472517806136394,145.0,15.319584040450112,115.91806042926619,3.962030274393096
